ParticipantID,Email,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,OriginTypePairID,ParticipantFieldOfInterest,TotalDonations
450,sofia.miller469@community.org,Sofia,Miller,2011-08-29,participant,801-593-7859,Lehi,UT,84517,3,Both,1023.9
451,addison.moore470@community.org,Addison,Moore,2000-12-28,participant,801-501-8419,Lehi,UT,84994,12,Arts,
452,daniel.martin471@learners.net,Daniel,Martin,2013-05-26,participant,801-414-5760,Sandy,UT,84206,1,Both,
453,sofia.lopez472@learners.net,Sofia,Lopez,2011-01-27,participant,801-560-8870,Logan,UT,84780,9,Both,
454,oliver.wright473@learners.net,Oliver,Wright,2000-05-22,participant,801-213-9564,Taylorsville,UT,84828,11,Arts,
455,aria.brown474@ellarises.org,Aria,Brown,2004-06-05,participant,801-968-3636,Sandy,UT,84274,7,Arts,
456,aria.brown475@learners.net,Aria,Brown,2006-01-17,participant,801-754-1529,Sandy,UT,84772,13,Arts,
457,mila.flores476@studentmail.org,Mila,Flores,2013-07-17,participant,801-723-5712,Bountiful,UT,84244,7,STEM,
458,leah.harris477@community.org,Leah,Harris,1998-04-17,participant,801-765-1881,Lehi,UT,84990,14,Arts,411.57
459,nora.flores478@community.org,Nora,Flores,2014-12-08,participant,801-848-7025,West Jordan,UT,84934,9,Both,243.09
460,nora.gonzalez479@learners.net,Nora,Gonzalez,2002-03-12,participant,801-899-2220,Riverton,UT,84182,12,Both,129.79
461,daniel.davis480@community.org,Daniel,Davis,2000-12-01,participant,801-485-5329,Provo,UT,84439,12,Both,
462,eleanor.smith481@learners.net,Eleanor,Smith,2001-06-13,participant,801-358-1654,Riverton,UT,84727,3,Arts,
463,charlotte.flores482@learners.net,Charlotte,Flores,1999-08-21,participant,801-786-6866,Spanish Fork,UT,84809,15,Both,
464,aaliyah.king483@studentmail.org,Aaliyah,King,2001-07-29,participant,801-269-9276,Orem,UT,84534,6,Both,
465,sebastian.sanchez484@ellarises.org,Sebastian,Sanchez,2005-06-05,participant,801-418-6437,Draper,UT,84227,1,Arts,484.29
466,hannah.flores485@community.org,Hannah,Flores,2007-12-30,participant,801-884-6668,Salt Lake City,UT,84118,10,Both,
467,addison.williams486@learners.net,Addison,Williams,2003-10-03,participant,801-316-7322,Bountiful,UT,84938,8,Both,86.46
468,aurora.johnson487@learners.net,Aurora,Johnson,2008-12-01,participant,801-720-8300,Pleasant Grove,UT,84823,11,Arts,
469,zoey.lee488@ellarises.org,Zoey,Lee,2009-12-17,participant,801-991-9814,Logan,UT,84172,11,Both,997.28
470,harper.wilson489@studentmail.org,Harper,Wilson,2010-01-23,participant,801-306-4368,Taylorsville,UT,84856,13,Both,
471,william.jones490@studentmail.org,William,Jones,1998-11-07,participant,801-934-6434,Salt Lake City,UT,84471,2,STEM,744.07
472,liam.ramirez492@learners.net,Liam,Ramirez,2009-12-30,participant,801-889-2938,Salt Lake City,UT,84399,11,Both,382.94
473,harper.nguyen493@ellarises.org,Harper,Nguyen,2004-07-02,participant,801-714-2738,Ogden,UT,84367,15,Both,
474,brooklyn.hill494@ellarises.org,Brooklyn,Hill,2006-11-11,participant,801-648-7249,Murray,UT,84784,13,Both,25.35
475,sophia.walker495@studentmail.org,Sophia,Walker,2010-03-29,participant,801-964-7406,West Jordan,UT,84140,4,Both,
476,aria.martin496@learners.net,Aria,Martin,2000-10-06,participant,801-768-3316,Salt Lake City,UT,84567,11,STEM,250.18
477,james.wright497@ellarises.org,James,Wright,2002-10-01,participant,801-966-6633,Murray,UT,84216,6,Both,974.13
478,daniel.martinez498@studentmail.org,Daniel,Martinez,2002-05-11,participant,801-831-5140,Orem,UT,84227,2,STEM,
479,charlotte.scott499@community.org,Charlotte,Scott,2003-08-16,participant,801-887-2103,Ogden,UT,84298,2,STEM,483.1
480,alexander.perez500@learners.net,Alexander,Perez,2000-03-30,participant,801-871-4842,St. George,UT,84688,4,Both,
481,harper.gonzalez501@learners.net,Harper,Gonzalez,2013-07-21,participant,801-536-6008,Spanish Fork,UT,84462,9,STEM,843.07
482,natalie.lee502@community.org,Natalie,Lee,2002-12-20,participant,801-520-5033,Orem,UT,84005,14,Both,
483,william.moore503@learners.net,William,Moore,2008-10-06,participant,801-950-6432,St. George,UT,84696,5,Arts,1018.98
484,stella.martin504@community.org,Stella,Martin,2004-04-17,participant,801-861-2343,Logan,UT,84180,13,STEM,
485,sebastian.gonzalez505@learners.net,Sebastian,Gonzalez,2009-05-17,participant,801-277-1305,Ogden,UT,84745,7,STEM,
486,liam.nguyen506@studentmail.org,Liam,Nguyen,2010-02-08,participant,801-466-9904,Provo,UT,84565,5,Both,24.98
487,daniel.garcia508@community.org,Daniel,Garcia,2011-10-10,participant,801-210-4913,Draper,UT,84515,7,STEM,1221.7
488,daniel.rodriguez509@community.org,Daniel,Rodriguez,2014-07-04,participant,801-779-3395,Orem,UT,84184,14,Arts,27.72
489,stella.williams510@studentmail.org,Stella,Williams,2006-04-15,participant,801-264-5331,Spanish Fork,UT,84238,10,STEM,920.76
490,grace.king511@learners.net,Grace,King,1998-11-23,participant,801-665-1760,Bountiful,UT,84481,7,Arts,
491,mila.king512@learners.net,Mila,King,2006-06-13,participant,801-757-3848,Layton,UT,84593,7,Arts,
492,natalie.nguyen513@ellarises.org,Natalie,Nguyen,2009-08-01,participant,801-585-4651,Pleasant Grove,UT,84258,6,Arts,119.73
493,kennedy.young514@community.org,Kennedy,Young,2001-09-18,participant,801-342-8207,Salt Lake City,UT,84514,10,STEM,
494,daniel.moore515@studentmail.org,Daniel,Moore,2011-07-03,participant,801-361-6934,St. George,UT,84192,14,STEM,
495,madison.clark516@learners.net,Madison,Clark,2008-09-29,participant,801-891-8844,Logan,UT,84494,10,Both,78.8
496,lily.clark517@ellarises.org,Lily,Clark,2001-01-08,participant,801-330-3639,West Jordan,UT,84045,7,Both,
497,mia.torres518@studentmail.org,Mia,Torres,2009-08-03,participant,801-464-3949,Provo,UT,84171,6,Both,
498,emma.jackson519@ellarises.org,Emma,Jackson,2008-10-20,participant,801-821-8723,Sandy,UT,84460,12,STEM,189.45
499,noah.hill520@studentmail.org,Noah,Hill,2003-12-07,participant,801-875-9369,Orem,UT,84639,12,Both,
500,violet.robinson521@ellarises.org,Violet,Robinson,2000-06-08,participant,801-594-3166,West Jordan,UT,84388,11,STEM,
501,michael.allen522@community.org,Michael,Allen,2008-09-03,participant,801-298-3906,St. George,UT,84621,3,Both,
502,isabella.wright523@ellarises.org,Isabella,Wright,2011-07-15,participant,801-875-3135,Ogden,UT,84494,8,STEM,
503,william.king524@community.org,William,King,2007-08-16,participant,801-244-9680,Draper,UT,84896,10,Arts,753.21
504,leah.thompson525@ellarises.org,Leah,Thompson,2003-03-20,participant,801-460-8817,Taylorsville,UT,84138,3,STEM,281.85
505,aurora.hill526@community.org,Aurora,Hill,2010-12-18,participant,801-205-1116,Layton,UT,84194,8,STEM,
506,michael.smith527@community.org,Michael,Smith,2006-02-15,participant,801-523-7698,Sandy,UT,84705,2,STEM,80.77
507,elijah.nguyen528@learners.net,Elijah,Nguyen,2010-08-31,participant,801-748-7939,Layton,UT,84876,1,Both,
508,penelope.sanchez529@studentmail.org,Penelope,Sanchez,2002-01-04,participant,801-770-8904,Taylorsville,UT,84566,1,Both,
509,levi.taylor530@learners.net,Levi,Taylor,2014-07-03,participant,801-922-7522,Draper,UT,84793,12,Both,
510,avery.anderson531@community.org,Avery,Anderson,2006-12-26,participant,801-419-9328,Orem,UT,84103,15,Arts,920.69
511,charlotte.hernandez532@community.org,Charlotte,Hernandez,2008-07-30,participant,801-293-3381,Salt Lake City,UT,84824,3,Both,81.68
512,william.garcia533@ellarises.org,William,Garcia,2011-08-30,participant,801-579-2311,Layton,UT,84228,11,Both,73.44
513,hazel.sanchez534@learners.net,Hazel,Sanchez,2012-05-12,participant,801-992-3871,Provo,UT,84969,5,Arts,1151.95
514,olivia.gonzalez535@learners.net,Olivia,Gonzalez,2009-07-27,participant,801-813-9364,Sandy,UT,84035,14,STEM,141.46
515,chloe.williams536@learners.net,Chloe,Williams,1999-12-13,participant,801-200-3579,West Jordan,UT,84671,4,Arts,
516,kennedy.thompson538@learners.net,Kennedy,Thompson,2007-01-23,participant,801-399-8450,West Jordan,UT,84621,9,STEM,
517,lucy.lopez539@community.org,Lucy,Lopez,2009-04-14,participant,801-772-2185,Pleasant Grove,UT,84110,4,Arts,
518,ella.allen540@learners.net,Ella,Allen,2010-08-19,participant,801-653-7178,Layton,UT,84711,5,STEM,695.56
519,violet.robinson541@community.org,Violet,Robinson,1999-07-08,participant,801-319-5224,Salt Lake City,UT,84494,6,Both,
520,lucy.thomas543@learners.net,Lucy,Thomas,1999-09-15,participant,801-889-6603,Ogden,UT,84409,8,STEM,
521,jack.lee544@learners.net,Jack,Lee,2002-02-06,participant,801-787-5408,Sandy,UT,84916,14,Both,136.82
522,zoey.young545@studentmail.org,Zoey,Young,2002-08-21,participant,801-447-5348,West Jordan,UT,84754,10,STEM,
523,addison.flores546@learners.net,Addison,Flores,1999-10-05,participant,801-309-2964,St. George,UT,84798,7,Both,277.99
524,jackson.flores547@ellarises.org,Jackson,Flores,2011-12-03,participant,801-693-7081,Provo,UT,84869,1,Arts,
525,penelope.young548@studentmail.org,Penelope,Young,2014-10-29,participant,801-607-4638,Pleasant Grove,UT,84287,9,STEM,
526,charlotte.king549@community.org,Charlotte,King,2009-04-09,participant,801-753-1533,Spanish Fork,UT,84963,1,Arts,
527,layla.robinson550@ellarises.org,Layla,Robinson,1998-04-07,participant,801-523-1137,Pleasant Grove,UT,84472,7,STEM,
528,leah.nguyen551@ellarises.org,Leah,Nguyen,2002-03-14,participant,801-827-5254,Lehi,UT,84371,8,Arts,
529,lillian.moore552@community.org,Lillian,Moore,2007-07-05,participant,801-388-9171,Lehi,UT,84375,10,Arts,
530,zoe.white553@community.org,Zoe,White,2010-12-01,participant,801-384-3148,Layton,UT,84462,7,STEM,264.86
531,elizabeth.moore554@studentmail.org,Elizabeth,Moore,2001-04-09,participant,801-590-4212,Taylorsville,UT,84877,15,Both,
532,scarlett.walker555@ellarises.org,Scarlett,Walker,2012-02-23,participant,801-711-3203,Orem,UT,84432,8,Both,912.69
533,aaliyah.young556@learners.net,Aaliyah,Young,2006-12-08,participant,801-781-1781,Layton,UT,84576,2,Both,
534,lily.brown557@studentmail.org,Lily,Brown,2008-02-03,participant,801-844-2577,Layton,UT,84488,14,Arts,
535,lucy.white558@learners.net,Lucy,White,2000-09-20,participant,801-220-7746,Layton,UT,84353,1,Both,
536,nora.torres559@studentmail.org,Nora,Torres,2008-12-07,participant,801-532-9363,Murray,UT,84364,15,Both,80.43
537,lucas.garcia560@community.org,Lucas,Garcia,2001-10-04,participant,801-846-3373,Murray,UT,84475,7,Arts,87.63
538,oliver.flores561@community.org,Oliver,Flores,2003-02-13,participant,801-365-6629,Ogden,UT,84082,1,Arts,
539,savannah.moore562@community.org,Savannah,Moore,2014-10-10,participant,801-655-6950,Layton,UT,84909,9,Both,
540,lucas.clark563@studentmail.org,Lucas,Clark,2014-04-28,participant,801-223-3048,Orem,UT,84875,10,Both,425.12
541,eleanor.garcia564@studentmail.org,Eleanor,Garcia,1999-06-07,participant,801-305-2565,Orem,UT,84407,3,Arts,
542,charlotte.johnson565@community.org,Charlotte,Johnson,2003-11-21,participant,801-285-2702,Pleasant Grove,UT,84784,9,STEM,223.9
543,abigail.harris566@learners.net,Abigail,Harris,2007-12-10,participant,801-955-5655,West Jordan,UT,84254,7,STEM,
544,sofia.king567@studentmail.org,Sofia,King,2005-04-18,participant,801-879-6846,Salt Lake City,UT,84036,13,Arts,
545,theodore.wright568@learners.net,Theodore,Wright,2001-12-21,participant,801-914-9835,Riverton,UT,84139,9,Both,91.73
546,benjamin.torres569@community.org,Benjamin,Torres,2004-12-11,participant,801-854-9745,Pleasant Grove,UT,84656,3,Arts,49.94
547,levi.wright570@studentmail.org,Levi,Wright,2007-03-31,participant,801-515-6992,Ogden,UT,84453,4,STEM,
548,brooklyn.smith571@ellarises.org,Brooklyn,Smith,2005-09-18,participant,801-976-3233,Pleasant Grove,UT,84835,4,Arts,28.9
549,sebastian.smith572@community.org,Sebastian,Smith,2004-07-27,participant,801-209-8052,Spanish Fork,UT,84307,9,STEM,
550,ava.scott573@learners.net,Ava,Scott,2006-11-08,participant,801-774-8161,Sandy,UT,84422,10,STEM,84.01
551,hazel.harris574@studentmail.org,Hazel,Harris,2009-08-03,participant,801-632-4924,Layton,UT,84082,15,Both,
552,paisley.jackson575@learners.net,Paisley,Jackson,2001-01-24,participant,801-270-3988,Taylorsville,UT,84193,4,STEM,23.95
553,benjamin.flores576@community.org,Benjamin,Flores,2002-03-19,participant,801-837-9060,Layton,UT,84718,1,STEM,90.79
554,scarlett.brown577@ellarises.org,Scarlett,Brown,2004-01-15,participant,801-304-5622,Orem,UT,84996,12,Both,
555,henry.smith578@studentmail.org,Henry,Smith,2002-11-15,participant,801-215-9086,Ogden,UT,84155,1,Arts,
556,bella.young579@learners.net,Bella,Young,1999-10-20,participant,801-232-6410,Riverton,UT,84714,13,STEM,27.74
557,amelia.moore580@community.org,Amelia,Moore,2002-04-24,participant,801-681-3975,Ogden,UT,84557,3,Arts,1005.39
558,leah.smith581@ellarises.org,Leah,Smith,2003-07-18,participant,801-989-8257,West Jordan,UT,84395,14,STEM,
559,nora.robinson582@ellarises.org,Nora,Robinson,2006-09-23,participant,801-413-8746,Pleasant Grove,UT,84682,7,Arts,23.05
560,claire.hernandez583@ellarises.org,Claire,Hernandez,2012-04-27,participant,801-459-8884,Pleasant Grove,UT,84126,4,STEM,26.06
561,natalie.brown584@studentmail.org,Natalie,Brown,2005-04-12,participant,801-848-8113,Logan,UT,84242,11,STEM,892.05
562,penelope.nguyen585@ellarises.org,Penelope,Nguyen,1998-12-11,participant,801-448-1146,Bountiful,UT,84809,9,Both,241.89
563,jack.hill586@studentmail.org,Jack,Hill,2001-07-15,participant,801-291-5075,Draper,UT,84790,5,STEM,
564,violet.brown587@ellarises.org,Violet,Brown,2000-05-29,participant,801-357-9787,Draper,UT,84661,12,Arts,
565,madison.lee588@learners.net,Madison,Lee,2013-06-17,participant,801-397-1349,Riverton,UT,84751,6,Arts,
566,camila.taylor589@ellarises.org,Camila,Taylor,2010-03-05,participant,801-648-5828,Spanish Fork,UT,84724,14,Arts,
567,zoey.torres590@studentmail.org,Zoey,Torres,2004-03-05,participant,801-949-8674,Draper,UT,84332,13,Both,1026.42
568,lily.jones591@studentmail.org,Lily,Jones,2006-03-27,participant,801-469-9873,Riverton,UT,84303,5,STEM,293.9
569,mateo.harris592@studentmail.org,Mateo,Harris,2005-03-12,participant,801-572-4912,Salt Lake City,UT,84635,14,STEM,
570,sebastian.harris593@studentmail.org,Sebastian,Harris,2011-10-02,participant,801-709-3525,Pleasant Grove,UT,84700,4,Arts,
571,noah.lee594@ellarises.org,Noah,Lee,1998-12-25,participant,801-874-2092,Logan,UT,84536,13,STEM,
572,layla.williams595@studentmail.org,Layla,Williams,1998-09-18,participant,801-396-2617,Logan,UT,84498,9,Both,
573,hazel.young596@learners.net,Hazel,Young,1998-04-18,participant,801-426-2161,Provo,UT,84376,3,STEM,
574,alexander.garcia597@community.org,Alexander,Garcia,2006-04-12,participant,801-771-7814,Provo,UT,84370,15,Both,
575,amelia.flores598@learners.net,Amelia,Flores,2004-10-25,participant,801-951-2153,Pleasant Grove,UT,84042,2,STEM,71.01
576,michael.miller599@ellarises.org,Michael,Miller,2002-05-02,participant,801-594-4104,West Jordan,UT,84545,8,Both,
577,addison.torres600@studentmail.org,Addison,Torres,2013-02-16,participant,801-308-6864,Taylorsville,UT,84765,5,Both,
578,sebastian.hill602@community.org,Sebastian,Hill,2006-05-04,participant,801-522-6319,Draper,UT,84925,6,Both,
579,william.lee603@studentmail.org,William,Lee,2006-01-28,participant,801-984-5162,Sandy,UT,84385,5,Arts,110.2
580,james.smith604@ellarises.org,James,Smith,2001-01-11,participant,801-216-9480,Murray,UT,84611,3,Arts,144.82
581,ava.martin605@studentmail.org,Ava,Martin,2013-06-21,participant,801-522-1355,Sandy,UT,84877,13,Arts,132.82
582,daniel.scott606@studentmail.org,Daniel,Scott,2001-07-02,participant,801-671-6827,Logan,UT,84039,12,Arts,146.62
583,natalie.nguyen607@studentmail.org,Natalie,Nguyen,2010-10-18,participant,801-507-2505,West Jordan,UT,84263,6,Both,233.95
584,hannah.jones608@learners.net,Hannah,Jones,2011-05-09,participant,801-699-2562,Spanish Fork,UT,84178,7,Arts,
585,isabella.torres609@community.org,Isabella,Torres,2005-10-21,participant,801-257-6478,Ogden,UT,84799,3,Arts,
586,oliver.davis610@studentmail.org,Oliver,Davis,1999-03-20,participant,801-996-7266,Salt Lake City,UT,84650,4,Both,
587,mia.lee611@studentmail.org,Mia,Lee,2001-06-08,participant,801-914-4617,Lehi,UT,84515,11,Both,44.84
588,james.lewis612@ellarises.org,James,Lewis,2001-04-27,participant,801-496-7460,West Jordan,UT,84443,12,Arts,
589,abigail.walker613@ellarises.org,Abigail,Walker,2009-04-03,participant,801-287-7529,Bountiful,UT,84269,6,Both,
590,sofia.rodriguez614@community.org,Sofia,Rodriguez,2010-08-03,participant,801-604-4212,Sandy,UT,84500,9,Both,328.66
591,mason.thomas615@studentmail.org,Mason,Thomas,2005-04-03,participant,801-995-8046,Ogden,UT,84273,7,Both,22.43
592,emily.davis616@community.org,Emily,Davis,2005-03-12,participant,801-556-4120,Taylorsville,UT,84375,1,Both,142.61
593,sophia.martin617@studentmail.org,Sophia,Martin,2007-11-18,participant,801-652-3389,Draper,UT,84632,11,STEM,165.8
594,nora.white618@studentmail.org,Nora,White,2003-06-15,participant,801-957-1893,Ogden,UT,84116,9,STEM,
595,aurora.smith619@learners.net,Aurora,Smith,1998-07-06,participant,801-660-8719,Logan,UT,84313,1,STEM,552.41
596,sebastian.wilson620@studentmail.org,Sebastian,Wilson,2008-10-31,participant,801-464-9991,Pleasant Grove,UT,84769,9,Both,450.36
597,aria.johnson621@community.org,Aria,Johnson,1999-05-08,participant,801-461-3790,Pleasant Grove,UT,84045,4,STEM,1387.42
598,paisley.brown622@community.org,Paisley,Brown,2012-11-14,participant,801-597-5445,Salt Lake City,UT,84069,13,Both,53.45
599,natalie.miller623@ellarises.org,Natalie,Miller,2003-03-09,participant,801-864-7332,Murray,UT,84889,6,Both,
600,elizabeth.lee624@community.org,Elizabeth,Lee,2008-04-09,participant,801-403-9202,Ogden,UT,84191,8,Both,210.37
601,emma.williams625@studentmail.org,Emma,Williams,2006-10-28,participant,801-541-9027,Pleasant Grove,UT,84313,14,STEM,
602,emma.thompson626@learners.net,Emma,Thompson,2009-03-30,participant,801-509-4869,Draper,UT,84641,4,STEM,
603,eleanor.harris627@ellarises.org,Eleanor,Harris,2006-10-24,participant,801-355-6599,Layton,UT,84231,7,STEM,
604,emily.harris628@studentmail.org,Emily,Harris,2007-07-26,participant,801-786-3502,Taylorsville,UT,84247,4,Both,
605,skylar.lewis629@studentmail.org,Skylar,Lewis,2013-05-05,participant,801-341-9869,Sandy,UT,84669,15,STEM,332.85
606,camila.martin630@studentmail.org,Camila,Martin,2012-09-19,participant,801-988-3378,Taylorsville,UT,84931,3,Both,
607,lily.lee631@ellarises.org,Lily,Lee,2014-04-23,participant,801-525-3384,Logan,UT,84189,11,Arts,
608,noah.clark632@learners.net,Noah,Clark,2001-05-29,participant,801-852-5485,Riverton,UT,84764,15,STEM,
609,mila.rodriguez633@studentmail.org,Mila,Rodriguez,2011-08-02,participant,801-826-5372,Salt Lake City,UT,84781,9,Both,199.23
610,camila.allen635@community.org,Camila,Allen,2008-08-17,participant,801-596-9051,Draper,UT,84189,12,STEM,28.92
611,nora.wilson637@ellarises.org,Nora,Wilson,2013-06-05,participant,801-649-9027,Orem,UT,84950,1,Arts,259.82
612,addison.ramirez638@community.org,Addison,Ramirez,2014-02-25,participant,801-952-7232,Provo,UT,84623,1,Arts,325.41
613,sebastian.king639@ellarises.org,Sebastian,King,1998-12-14,participant,801-662-8485,Pleasant Grove,UT,84112,3,STEM,426.15
614,michael.wright640@community.org,Michael,Wright,2012-02-23,participant,801-596-9456,Provo,UT,84572,11,STEM,
615,savannah.lewis641@community.org,Savannah,Lewis,2001-09-25,participant,801-492-8558,Murray,UT,84793,6,Arts,164.86
616,charlotte.king642@studentmail.org,Charlotte,King,2000-01-11,participant,801-861-8400,Riverton,UT,84850,14,Both,
617,ella.lopez643@studentmail.org,Ella,Lopez,1998-07-24,participant,801-531-8387,Bountiful,UT,84424,12,Arts,212.51
618,nora.robinson644@ellarises.org,Nora,Robinson,2014-02-10,participant,801-908-3686,Layton,UT,84332,14,STEM,99.81
619,emily.davis645@community.org,Emily,Davis,2014-04-21,participant,801-736-7292,Draper,UT,84088,15,Both,
620,lily.harris646@community.org,Lily,Harris,2010-09-07,participant,801-374-6491,Provo,UT,84787,13,Both,
621,scarlett.hernandez647@studentmail.org,Scarlett,Hernandez,2007-05-31,participant,801-929-1840,Orem,UT,84788,4,Arts,901.21
622,lucas.jackson648@studentmail.org,Lucas,Jackson,1998-01-29,participant,801-334-4323,Logan,UT,84921,9,Arts,
623,olivia.robinson649@community.org,Olivia,Robinson,2003-05-03,participant,801-205-9084,Spanish Fork,UT,84557,10,Both,
624,jack.robinson650@community.org,Jack,Robinson,2003-06-28,participant,801-815-1107,Riverton,UT,84082,3,Both,
625,penelope.flores651@studentmail.org,Penelope,Flores,2012-08-26,participant,801-351-1902,Provo,UT,84190,1,STEM,374.45
626,aria.williams652@learners.net,Aria,Williams,2000-06-11,participant,801-289-1803,Lehi,UT,84943,6,STEM,47.69
627,lily.jackson653@studentmail.org,Lily,Jackson,1998-10-21,participant,801-792-6901,Riverton,UT,84768,2,Arts,
628,claire.white654@community.org,Claire,White,2004-07-26,participant,801-637-2063,Ogden,UT,84777,5,STEM,84.87
629,avery.moore655@learners.net,Avery,Moore,2013-08-10,participant,801-737-4438,Pleasant Grove,UT,84424,10,Both,97.95
630,amelia.miller656@ellarises.org,Amelia,Miller,2007-07-31,participant,801-905-5705,Spanish Fork,UT,84742,9,Arts,82.69
631,lucy.king657@learners.net,Lucy,King,2009-08-28,participant,801-776-9132,St. George,UT,84630,14,Both,
632,jackson.young658@studentmail.org,Jackson,Young,1998-01-13,participant,801-497-4171,West Jordan,UT,84726,2,STEM,200.87
633,theodore.davis659@studentmail.org,Theodore,Davis,2005-11-04,participant,801-246-6468,Taylorsville,UT,84424,8,Both,375.65
634,hannah.smith660@studentmail.org,Hannah,Smith,2004-09-25,participant,801-269-6042,Murray,UT,84261,8,Both,26.71
635,claire.smith661@ellarises.org,Claire,Smith,2001-12-09,participant,801-605-1477,Lehi,UT,84350,10,Arts,
636,violet.walker662@community.org,Violet,Walker,2001-06-26,participant,801-339-8888,Provo,UT,84662,7,Arts,
637,sebastian.perez663@community.org,Sebastian,Perez,2009-09-08,participant,801-960-1917,Taylorsville,UT,84951,4,Both,92.89
638,aaliyah.scott664@ellarises.org,Aaliyah,Scott,2005-12-06,participant,801-901-6434,Sandy,UT,84592,2,STEM,726.3
639,penelope.johnson665@learners.net,Penelope,Johnson,2010-10-22,participant,801-747-3719,Bountiful,UT,84642,9,Arts,
640,riley.hill666@ellarises.org,Riley,Hill,2004-02-03,participant,801-522-1518,Murray,UT,84723,6,STEM,
641,jackson.thomas667@learners.net,Jackson,Thomas,2009-10-11,participant,801-509-4541,Riverton,UT,84850,4,STEM,467.43
642,ella.white668@ellarises.org,Ella,White,2009-05-08,participant,801-294-8270,Sandy,UT,84936,11,Arts,
643,mateo.martinez669@studentmail.org,Mateo,Martinez,2004-12-17,participant,801-695-9579,Lehi,UT,84946,15,Arts,
644,aria.miller670@studentmail.org,Aria,Miller,2006-09-11,participant,801-237-8526,Sandy,UT,84742,14,Both,269.97
645,ella.smith671@learners.net,Ella,Smith,2005-06-23,participant,801-808-2426,Provo,UT,84704,5,STEM,
646,mila.king672@learners.net,Mila,King,2012-04-30,participant,801-976-6114,Salt Lake City,UT,84592,3,STEM,
647,claire.gonzalez673@studentmail.org,Claire,Gonzalez,2007-11-23,participant,801-745-6228,Murray,UT,84284,7,STEM,
648,paisley.martinez674@studentmail.org,Paisley,Martinez,2000-04-18,participant,801-215-9422,Layton,UT,84118,10,Both,
649,kennedy.scott675@learners.net,Kennedy,Scott,2010-11-16,participant,801-921-5641,Layton,UT,84145,10,STEM,
650,evelyn.martin676@learners.net,Evelyn,Martin,2008-07-23,participant,801-333-1475,Riverton,UT,84052,3,Both,756.04
651,charlotte.miller677@community.org,Charlotte,Miller,2002-01-06,participant,801-636-7421,Provo,UT,84089,14,Both,246.69
652,lucas.flores678@learners.net,Lucas,Flores,1999-10-06,participant,801-402-9740,Murray,UT,84341,3,Arts,
653,sofia.garcia679@community.org,Sofia,Garcia,2008-07-21,participant,801-517-8625,Logan,UT,84467,10,STEM,
654,aria.flores680@learners.net,Aria,Flores,2005-04-14,participant,801-387-6412,Draper,UT,84402,5,Arts,
655,sophia.jones681@community.org,Sophia,Jones,2001-10-31,participant,801-690-8556,Logan,UT,84360,4,Arts,
656,evelyn.martin683@community.org,Evelyn,Martin,2011-12-05,participant,801-623-4908,Bountiful,UT,84605,10,Both,826.27
657,lily.walker684@community.org,Lily,Walker,2007-10-07,participant,801-413-8063,Ogden,UT,84349,9,Arts,
658,ethan.thomas685@studentmail.org,Ethan,Thomas,2000-07-25,participant,801-928-8972,Ogden,UT,84758,9,Both,19.52
659,theodore.lee686@ellarises.org,Theodore,Lee,1999-07-25,participant,801-515-7648,Riverton,UT,84181,9,STEM,
660,leah.lee687@community.org,Leah,Lee,2011-01-10,participant,801-422-3276,Provo,UT,84093,3,Both,104.76
661,ava.martinez688@studentmail.org,Ava,Martinez,2011-10-22,participant,801-498-7389,Riverton,UT,84545,9,Arts,165.11
662,nora.wilson689@learners.net,Nora,Wilson,2007-10-02,participant,801-895-5989,Murray,UT,84584,14,Arts,
663,emily.nguyen690@ellarises.org,Emily,Nguyen,1999-05-27,participant,801-330-5819,Pleasant Grove,UT,84414,1,Both,
664,charlotte.smith691@learners.net,Charlotte,Smith,2003-04-12,participant,801-488-1510,Logan,UT,84882,6,Both,
665,james.lee692@community.org,James,Lee,2002-09-27,participant,801-645-9931,Bountiful,UT,84391,7,STEM,
666,jack.rodriguez693@studentmail.org,Jack,Rodriguez,2001-06-17,participant,801-568-7835,Bountiful,UT,84864,4,Both,1085.88
667,sofia.rodriguez694@ellarises.org,Sofia,Rodriguez,2014-03-07,participant,801-216-3359,Ogden,UT,84664,3,Arts,
668,william.rodriguez695@ellarises.org,William,Rodriguez,2013-08-06,participant,801-625-8471,St. George,UT,84658,9,Arts,1070.26
669,riley.robinson696@community.org,Riley,Robinson,2002-03-03,participant,801-563-4698,Riverton,UT,84394,6,Both,
670,ava.torres697@community.org,Ava,Torres,2007-03-20,participant,801-713-5411,West Jordan,UT,84730,3,Both,47.4
671,natalie.williams698@ellarises.org,Natalie,Williams,2011-01-06,participant,801-577-2854,Spanish Fork,UT,84722,5,Both,
672,abigail.martinez699@learners.net,Abigail,Martinez,2011-09-07,participant,801-280-9574,Riverton,UT,84530,2,STEM,51.74
673,jack.jones700@learners.net,Jack,Jones,1998-03-30,participant,801-551-9765,Provo,UT,84926,5,Arts,
674,daniel.walker701@learners.net,Daniel,Walker,2001-10-04,participant,801-501-5738,Taylorsville,UT,84362,11,Both,78.65
675,brooklyn.torres702@learners.net,Brooklyn,Torres,2010-11-06,participant,801-684-3770,Provo,UT,84645,11,Both,20.43
676,savannah.flores703@ellarises.org,Savannah,Flores,2009-05-04,participant,801-284-3077,Murray,UT,84497,2,Arts,
